3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,3.98,2010-03-11 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,3.96,2010-06-13 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,5.94,2010-09-15 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,0.99,2011-05-06 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,1.98,2012-10-27 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,13.86,2012-12-07 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,1,3,8.91,2013-08-07 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,3.98,2010-03-11 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,13.86,2010-04-21 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,8.91,2010-12-20 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,1.98,2012-07-26 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,3.96,2012-10-28 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,5.94,2013-01-30 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,3,3,0.99,2013-09-20 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,0.99,2009-05-23 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,1.98,2010-11-14 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,13.86,2010-12-25 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,8.91,2011-08-25 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,1.98,2013-03-31 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,3.96,2013-07-03 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,12,3,5.94,2013-10-05 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,1.98,2009-06-05 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,13.86,2009-07-16 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,9.91,2010-03-16 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,1.98,2011-10-21 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,3.96,2012-01-23 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,5.94,2012-04-26 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,15,3,0.99,2012-12-15 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,1.98,2010-05-12 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,3.96,2010-08-14 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,5.94,2010-11-16 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,0.99,2011-07-07 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,1.98,2012-12-28 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,13.86,2013-02-07 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,18,3,8.91,2013-10-08 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,1.98,2009-03-04 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,13.86,2009-04-14 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,8.91,2009-12-13 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,1.98,2011-07-20 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,3.96,2011-10-22 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,5.94,2012-01-24 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,19,3,1.99,2012-09-13 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,1.98,2010-02-08 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,15.86,2010-03-21 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,8.91,2010-11-19 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,1.98,2012-06-25 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,7.96,2012-09-27 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,5.94,2012-12-30 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,24,3,0.99,2013-08-20 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,0.99,2009-07-24 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,1.98,2011-01-15 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,13.86,2011-02-25 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,8.91,2011-10-26 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,1.98,2013-06-01 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,3.96,2013-09-03 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,29,3,5.94,2013-12-06 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,30,3,1.98,2009-08-06 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,30,3,3.96,2009-11-08 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,30,3,5.94,2010-02-10 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,30,3,0.99,2010-10-01 00:00:00.000
3,Peacock Jane,Sales Support Agent,1973-08-29,2002-04-01,30,3,1.98,2012-03-24 00:00:00.000
